FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3011,Building and License Enforcement,0,,L 02,9,1641,Assistant Corporation Counsel Supervisor - Senior,Annual,1,1,86376.00,86376.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3011,Building and License Enforcement,0,,4 00,9,1631,Law Clerk,Hourly,30000,0,13.82,414600.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3011,Building and License Enforcement,0,,BX 15,10,1619,Supervising Paralegal,Annual,1,1,80916.00,80916.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3011,Building and License Enforcement,0,,B 13,1,1617,Paralegal II,Annual,1,1,88116.00,88116.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3011,Building and License Enforcement,0,,B 13,1,1617,Paralegal II,Annual,3,1,73200.00,219600.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3011,Building and License Enforcement,0,,B 13,1,1617,Paralegal II,Annual,1,1,76656.00,76656.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3011,Building and License Enforcement,0,,B 10,1,0875,Senior Legal Personal Computer Operator,Annual,2,1,66684.00,133368.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3011,Building and License Enforcement,0,,B 12,1,0863,Legal Secretary,Annual,1,1,80328.00,80328.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3011,Building and License Enforcement,0,,BX 13,10,0801,Executive Administrative Assistant I,Annual,1,1,67368.00,67368.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3011,Building and License Enforcement,0,,4 00,0,0440,Reader,Hourly,2000,0,13.20,26400.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3011,Building and License Enforcement,0,,BX 12,20,0437,Supervising Clerk - Excluded,Annual,1,1,67224.00,67224.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3011,Building and License Enforcement,0,,B 10,1,0302,Administrative Assistant II,Annual,1,1,58020.00,58020.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3011,Building and License Enforcement,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,3973.00,3973.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3011,Building and License Enforcement,0,,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,3281.00,3281.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3014,Constitutional and Commercial Litigation,0,,1 00,9,1652,Chief Assistant Corporation Counsel,Annual,1,1,124572.00,124572.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3014,Constitutional and Commercial Litigation,0,,1 00,9,1650,Deputy Corporation Counsel,Annual,1,1,137076.00,137076.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3014,Constitutional and Commercial Litigation,0,,L 01,9,1643,Assistant Corporation Counsel,Annual,1,1,63720.00,63720.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3014,Constitutional and Commercial Litigation,0,,L 01,9,1643,Assistant Corporation Counsel,Annual,2,1,99948.00,199896.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3014,Constitutional and Commercial Litigation,0,,L 01,9,1643,Assistant Corporation Counsel,Annual,3,1,70380.00,211140.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3014,Constitutional and Commercial Litigation,0,,L 02,9,1641,Assistant Corporation Counsel Supervisor - Senior,Annual,1,1,106416.00,106416.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3014,Constitutional and Commercial Litigation,0,,L 02,9,1641,Assistant Corporation Counsel Supervisor - Senior,Annual,3,1,121752.00,365256.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3014,Constitutional and Commercial Litigation,0,,BX 15,10,1619,Supervising Paralegal,Annual,1,1,84780.00,84780.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3014,Constitutional and Commercial Litigation,0,,B 13,1,1617,Paralegal II,Annual,1,1,73200.00,73200.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3014,Constitutional and Commercial Litigation,0,,B 12,1,0863,Legal Secretary,Annual,1,1,80328.00,80328.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3014,Constitutional and Commercial Litigation,0,,BX 13,10,0801,Executive Administrative Assistant I,Annual,1,1,63276.00,63276.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3014,Constitutional and Commercial Litigation,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,2688.00,2688.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3014,Constitutional and Commercial Litigation,0,,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,768.00,768.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4001,Corporate Torts,1 00,9,1650,Deputy Corporation Counsel,Annual,1,1,137076.00,137076.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4001,Corporate Torts,L 01,9,1643,Assistant Corporation Counsel,Annual,1,1,92676.00,92676.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4001,Corporate Torts,L 01,9,1643,Assistant Corporation Counsel,Annual,1,1,89472.00,89472.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4001,Corporate Torts,L 01,9,1643,Assistant Corporation Counsel,Annual,1,1,75312.00,75312.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4001,Corporate Torts,L 01,9,1643,Assistant Corporation Counsel,Annual,1,1,73608.00,73608.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4001,Corporate Torts,L 01,9,1643,Assistant Corporation Counsel,Annual,3,1,63720.00,191160.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4001,Corporate Torts,L 01,9,1643,Assistant Corporation Counsel,Annual,2,1,61980.00,123960.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4001,Corporate Torts,L 01,9,1643,Assistant Corporation Counsel,Annual,1,1,60324.00,60324.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4001,Corporate Torts,L 01,9,1643,Assistant Corporation Counsel,Annual,3,1,57192.00,171576.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4001,Corporate Torts,L 01,9,1643,Assistant Corporation Counsel,Annual,1,1,58716.00,58716.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4001,Corporate Torts,L 02,9,1641,Assistant Corporation Counsel Supervisor - Senior,Annual,4,1,91068.00,364272.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4001,Corporate Torts,L 02,9,1641,Assistant Corporation Counsel Supervisor - Senior,Annual,1,1,107748.00,107748.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4001,Corporate Torts,L 02,9,1641,Assistant Corporation Counsel Supervisor - Senior,Annual,1,1,106416.00,106416.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4001,Corporate Torts,L 02,9,1641,Assistant Corporation Counsel Supervisor - Senior,Annual,1,1,105084.00,105084.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4001,Corporate Torts,L 02,9,1641,Assistant Corporation Counsel Supervisor - Senior,Annual,1,1,84864.00,84864.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4001,Corporate Torts,BX 15,10,1619,Supervising Paralegal,Annual,1,1,88812.00,88812.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4001,Corporate Torts,B 13,1,1617,Paralegal II,Annual,3,1,76656.00,229968.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4001,Corporate Torts,B 13,1,1617,Paralegal II,Annual,2,1,66684.00,133368.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4001,Corporate Torts,B 13,1,1617,Paralegal II,Annual,1,1,52320.00,52320.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4001,Corporate Torts,B 10,1,0875,Senior Legal Personal Computer Operator,Annual,1,1,63708.00,63708.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4001,Corporate Torts,B 10,1,0875,Senior Legal Personal Computer Operator,Annual,1,1,66684.00,66684.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4001,Corporate Torts,B 12,1,0863,Legal Secretary,Annual,1,1,69888.00,69888.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4001,Corporate Torts,BX 13,10,0801,Executive Administrative Assistant I,Annual,1,1,70824.00,70824.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4001,Corporate Torts,B 06,1,0429,Clerk II,Annual,1,1,50496.00,50496.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4001,Corporate Torts,B 10,1,0302,Administrative Assistant II,Annual,1,1,50496.00,50496.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4001,Corporate Torts,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,3397.00,3397.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4001,Corporate Torts,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,3584.00,3584.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4026,Torts,3 00,0,1653,Claims Manager,Annual,1,1,107196.00,107196.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4026,Torts,GY 07,20,1648,Claims Investigator,Annual,1,1,62340.00,62340.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3019,Torts,4026,Torts,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,333.00,333.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3022,Employment Litigation,4006,Corporate Employment Litigation,1 00,9,1650,Deputy Corporation Counsel,Annual,1,1,137076.00,137076.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3022,Employment Litigation,4006,Corporate Employment Litigation,L 01,9,1643,Assistant Corporation Counsel,Annual,1,1,57192.00,57192.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3022,Employment Litigation,4006,Corporate Employment Litigation,L 01,9,1643,Assistant Corporation Counsel,Annual,1,1,98712.00,98712.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3022,Employment Litigation,4006,Corporate Employment Litigation,L 01,9,1643,Assistant Corporation Counsel,Annual,1,1,91068.00,91068.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3022,Employment Litigation,4006,Corporate Employment Litigation,L 01,9,1643,Assistant Corporation Counsel,Annual,1,1,87900.00,87900.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3022,Employment Litigation,4006,Corporate Employment Litigation,L 01,9,1643,Assistant Corporation Counsel,Annual,1,1,66960.00,66960.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3022,Employment Litigation,4006,Corporate Employment Litigation,L 01,9,1643,Assistant Corporation Counsel,Annual,1,1,63720.00,63720.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3022,Employment Litigation,4006,Corporate Employment Litigation,L 01,9,1643,Assistant Corporation Counsel,Annual,1,1,60324.00,60324.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3022,Employment Litigation,4006,Corporate Employment Litigation,L 02,9,1641,Assistant Corporation Counsel Supervisor - Senior,Annual,1,1,91068.00,91068.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3022,Employment Litigation,4006,Corporate Employment Litigation,BX 15,10,1619,Supervising Paralegal,Annual,1,1,80916.00,80916.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3022,Employment Litigation,4006,Corporate Employment Litigation,BX 13,10,0801,Executive Administrative Assistant I,Annual,1,1,77316.00,77316.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3028,Labor,4011,Corporate Labor,1 00,9,1696,Director of Labor Relations,Annual,1,1,110004.00,110004.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3028,Labor,4011,Corporate Labor,1 00,0,1658,Assistant Chief Labor Counsel,Annual,1,1,132060.00,132060.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3028,Labor,4011,Corporate Labor,1 00,9,1650,Deputy Corporation Counsel,Annual,1,1,115008.00,115008.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3028,Labor,4011,Corporate Labor,1 00,9,1650,Deputy Corporation Counsel,Annual,1,1,137076.00,137076.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3028,Labor,4011,Corporate Labor,1 00,0,1649,Chief Labor Negotiator,Annual,1,1,144036.00,144036.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3028,Labor,4011,Corporate Labor,L 01,9,1643,Assistant Corporation Counsel,Annual,6,1,57192.00,343152.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3028,Labor,4011,Corporate Labor,L 01,9,1643,Assistant Corporation Counsel,Annual,1,1,60324.00,60324.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3028,Labor,4011,Corporate Labor,L 02,9,1641,Assistant Corporation Counsel Supervisor - Senior,Annual,1,1,87900.00,87900.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3028,Labor,4011,Corporate Labor,BX 13,10,1623,Paralegal II - Labor,Annual,1,1,45240.00,45240.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3028,Labor,4011,Corporate Labor,GY 07,10,1386,Senior Labor Relations Specialist,Annual,1,1,80256.00,80256.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3028,Labor,4011,Corporate Labor,BX 17,20,1331,Employee Relations Supervisor,Annual,1,1,69684.00,69684.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3028,Labor,4011,Corporate Labor,BX 12,10,0866,Executive Legal Secretary,Annual,1,1,57648.00,57648.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3028,Labor,4011,Corporate Labor,BX 13,10,0801,Executive Administrative Assistant I,Annual,1,1,60408.00,60408.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3028,Labor,4011,Corporate Labor,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,2204.00,2204.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3031,Legal Counsel,0,,1 00,9,9684,Deputy Director,Annual,1,1,137076.00,137076.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3031,Legal Counsel,0,,1 00,9,1650,Deputy Corporation Counsel,Annual,1,1,137076.00,137076.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3031,Legal Counsel,0,,L 01,9,1643,Assistant Corporation Counsel,Annual,1,1,65196.00,65196.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3031,Legal Counsel,0,,L 02,9,1641,Assistant Corporation Counsel Supervisor - Senior,Annual,1,1,102492.00,102492.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3031,Legal Counsel,0,,L 02,9,1641,Assistant Corporation Counsel Supervisor - Senior,Annual,1,1,95052.00,95052.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3031,Legal Counsel,0,,L 02,9,1641,Assistant Corporation Counsel Supervisor - Senior,Annual,1,1,87900.00,87900.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3031,Legal Counsel,0,,BX 13,10,1623,Paralegal II - Labor,Annual,1,1,54492.00,54492.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3031,Legal Counsel,0,,BX 13,20,0366,Staff Assistant - Excluded,Annual,1,1,45240.00,45240.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3031,Legal Counsel,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,3591.00,3591.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3038,Aviation  Environmental and Regulatory Litigation,4017,Corporate Litigation,L 01,9,1643,Assistant Corporation Counsel,Annual,2,1,57192.00,114384.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3038,Aviation  Environmental and Regulatory Litigation,4017,Corporate Litigation,L 01,9,1643,Assistant Corporation Counsel,Annual,1,1,87900.00,87900.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3038,Aviation  Environmental and Regulatory Litigation,4017,Corporate Litigation,L 01,9,1643,Assistant Corporation Counsel,Annual,1,1,60324.00,60324.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3038,Aviation  Environmental and Regulatory Litigation,4017,Corporate Litigation,L 02,9,1641,Assistant Corporation Counsel Supervisor - Senior,Annual,2,1,91068.00,182136.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3038,Aviation  Environmental and Regulatory Litigation,4017,Corporate Litigation,B 13,1,1617,Paralegal II,Annual,1,1,66684.00,66684.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3038,Aviation  Environmental and Regulatory Litigation,4017,Corporate Litigation,B 12,1,0863,Legal Secretary,Annual,1,1,76656.00,76656.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3038,Aviation  Environmental and Regulatory Litigation,4017,Corporate Litigation,BX 13,10,0801,Executive Administrative Assistant I,Annual,1,1,61800.00,61800.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3038,Aviation  Environmental and Regulatory Litigation,4017,Corporate Litigation,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1139.00,1139.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3038,Aviation  Environmental and Regulatory Litigation,4017,Corporate Litigation,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,716.00,716.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3038,Aviation  Environmental and Regulatory Litigation,4032,Corporate Contracts,1 00,9,1652,Chief Assistant Corporation Counsel,Annual,1,1,124572.00,124572.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3038,Aviation  Environmental and Regulatory Litigation,4032,Corporate Contracts,L 01,9,1643,Assistant Corporation Counsel,Annual,1,1,61980.00,61980.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3038,Aviation  Environmental and Regulatory Litigation,4032,Corporate Contracts,L 01,9,1643,Assistant Corporation Counsel,Annual,1,1,71976.00,71976.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3038,Aviation  Environmental and Regulatory Litigation,4032,Corporate Contracts,L 02,9,1641,Assistant Corporation Counsel Supervisor - Senior,Annual,1,1,113028.00,113028.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3038,Aviation  Environmental and Regulatory Litigation,4032,Corporate Contracts,L 02,9,1641,Assistant Corporation Counsel Supervisor - Senior,Annual,1,1,105084.00,105084.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3038,Aviation  Environmental and Regulatory Litigation,4032,Corporate Contracts,B 12,1,0863,Legal Secretary,Annual,1,1,80328.00,80328.00
Local,31,DEPARTMENT OF LAW,0100,CORPORATE FUND,1005,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,3038,Aviation  Environmental and Regulatory Litigation,4032,Corporate Contracts,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,402.00,402.00
