FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
Local,39,ELECTIONS,0100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0000,,Z 10,69,9328,Senior Clerk - Board of Elections,Annual,1,1,36624.00,36624.00
Local,39,ELECTIONS,0100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0000,,Z 10,69,9328,Senior Clerk - Board of Elections,Annual,1,1,34008.00,34008.00
Local,39,ELECTIONS,0100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0000,,Z 10,69,9328,Senior Clerk - Board of Elections,Annual,1,1,33180.00,33180.00
Local,39,ELECTIONS,0100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0000,,Z 12,69,9327,Principal Clerk - Board of Elections,Annual,1,1,66216.00,66216.00
Local,39,ELECTIONS,0100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0000,,Z 12,69,9327,Principal Clerk - Board of Elections,Annual,1,1,50472.00,50472.00
Local,39,ELECTIONS,0100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0000,,Z 08,69,9308,Clerk - Board of Elections,Annual,1,1,48036.00,48036.00
Local,39,ELECTIONS,0100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0000,,Z 08,69,9308,Clerk - Board of Elections,Annual,1,1,43512.00,43512.00
Local,39,ELECTIONS,0100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0000,,Z 08,69,9308,Clerk - Board of Elections,Annual,2,1,40416.00,80832.00
Local,39,ELECTIONS,0100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0000,,Z 08,69,9308,Clerk - Board of Elections,Annual,1,1,37536.00,37536.00
Local,39,ELECTIONS,0100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0000,,Z 08,69,9308,Clerk - Board of Elections,Annual,1,1,32376.00,32376.00
Local,39,ELECTIONS,0100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0000,,Z 08,69,9308,Clerk - Board of Elections,Annual,2,1,31584.00,63168.00
Local,39,ELECTIONS,0100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0000,,Z 08,69,9308,Clerk - Board of Elections,Annual,2,1,29328.00,58656.00
Local,39,ELECTIONS,0100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0000,,Z 08,69,9308,Clerk - Board of Elections,Annual,2,1,28608.00,57216.00
Local,39,ELECTIONS,0100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0000,,Z 13,69,9306,Assistant Supervisor of Redistricting - Board of Elections,Annual,1,1,50472.00,50472.00
Local,39,ELECTIONS,0100,CORPORATE FUND,1005,BOARD OF ELECTION COMMISSIONER,2005,ELECTION AND ADMIN DIVISION,3051,Voter Records and Data Processing,0000,,Z 13,69,9306,Assistant Supervisor of Redistricting - Board of Elections,Annual,1,1,44604.00,44604.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3005,Commissioner's Office,0000,,1 00,9,9941,Commissioner of Health,Annual,1,1,177000.00,177000.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3005,Commissioner's Office,0000,,1 00,9,9813,Managing Deputy Commissioner,Annual,1,1,127824.00,127824.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3005,Commissioner's Office,0000,,1 00,9,9679,Deputy Commissioner,Annual,1,1,160692.00,160692.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3005,Commissioner's Office,0000,,1 00,9,9679,Deputy Commissioner,Annual,1,1,125316.00,125316.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3005,Commissioner's Office,0000,,1 00,9,9679,Deputy Commissioner,Annual,1,1,122820.00,122820.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3005,Commissioner's Office,0000,,1 00,9,9679,Deputy Commissioner,Annual,1,1,119772.00,119772.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3005,Commissioner's Office,0000,,1 00,9,9660,First Deputy Commissioner,Annual,1,1,137028.00,137028.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3005,Commissioner's Office,0000,,BX 15,10,0802,Executive Administrative Assistant II,Annual,1,1,62820.00,62820.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3005,Commissioner's Office,0000,,BX 15,10,0802,Executive Administrative Assistant II,Annual,1,1,57252.00,57252.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3005,Commissioner's Office,0000,,3 00,0,0601,Director of Information Systems,Annual,1,1,95000.00,95000.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3005,Commissioner's Office,0000,,B 13,1,0308,Staff Assistant,Annual,2,1,84420.00,168840.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3005,Commissioner's Office,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,2343.00,2343.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3006,Public Relations,0000,,1 00,9,9679,Deputy Commissioner,Annual,1,1,119772.00,119772.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3006,Public Relations,0000,,1 00,0,3858,Director / Community Liaison,Annual,1,1,95760.00,95760.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3006,Public Relations,0000,,B 14,4,3466,Public Health Administrator II,Annual,1,1,55644.00,55644.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3006,Public Relations,0000,,G 07,4,3414,Epidemiologist II,Annual,1,1,100776.00,100776.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3006,Public Relations,0000,,B 12,1,1770,Program Coordinator,Annual,1,1,76932.00,76932.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3006,Public Relations,0000,,BX 14,10,0743,Supervisor of Information Services,Annual,1,1,85008.00,85008.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3006,Public Relations,0000,,BX 16,20,0729,Information Coordinator,Annual,1,1,65820.00,65820.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3006,Public Relations,0000,,3 00,0,0705,Director of Public Affairs,Annual,1,1,96000.00,96000.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3006,Public Relations,0000,,B 13,1,0308,Staff Assistant,Annual,1,1,50676.00,50676.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3006,Public Relations,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1400.00,1400.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3008,Epidemiology and Emergency Response,0000,,G 07,4,3414,Epidemiologist II,Annual,1,1,100776.00,100776.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3008,Epidemiology and Emergency Response,0000,,GY 11,20,3408,Epidemiologist IV,Annual,2,1,110904.00,221808.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3008,Epidemiology and Emergency Response,0000,,G 09,4,3407,Epidemiologist III,Annual,1,1,120312.00,120312.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3008,Epidemiology and Emergency Response,0000,,G 09,4,3407,Epidemiologist III,Annual,1,1,84864.00,84864.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3008,Epidemiology and Emergency Response,0000,,3 00,0,3402,Director of Epidemiology,Annual,1,1,116844.00,116844.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3008,Epidemiology and Emergency Response,0000,,G 06,10,0684,Data Base Analyst,Annual,1,1,72264.00,72264.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3008,Epidemiology and Emergency Response,0000,,G 08,4,0637,Senior Programmer/Analyst - Per Agreement,Annual,1,1,110064.00,110064.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3008,Epidemiology and Emergency Response,0000,,3 00,9,0311,Projects Administrator,Annual,1,1,87576.00,87576.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3008,Epidemiology and Emergency Response,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,706.00,706.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3010,Fiscal Administration,0000,,B 10,1,0431,Clerk IV,Annual,2,1,70092.00,140184.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3010,Fiscal Administration,0000,,B 08,1,0430,Clerk III,Annual,1,1,50628.00,50628.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3010,Fiscal Administration,0000,,3 00,9,0311,Projects Administrator,Annual,1,1,100656.00,100656.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3010,Fiscal Administration,0000,,B 13,1,0308,Staff Assistant,Annual,1,1,88344.00,88344.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3010,Fiscal Administration,0000,,B 12,1,0303,Administrative Assistant III,Annual,1,1,84420.00,84420.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3010,Fiscal Administration,0000,,B 12,4,0184,Accounting Technician III,Annual,1,1,84420.00,84420.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3010,Fiscal Administration,0000,,G 07,4,0124,Finance Officer,Annual,1,1,100776.00,100776.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3010,Fiscal Administration,0000,,G 07,4,0124,Finance Officer,Annual,1,1,83688.00,83688.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3010,Fiscal Administration,0000,,3 00,0,0118,Director of Finance,Annual,1,1,104736.00,104736.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3010,Fiscal Administration,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,951.00,951.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3015,Human Resources,0000,,B 12,1,1342,Senior Personnel Assistant,Annual,1,1,84420.00,84420.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3015,Human Resources,0000,,B 12,1,1342,Senior Personnel Assistant,Annual,1,1,73440.00,73440.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3015,Human Resources,0000,,B 12,1,1342,Senior Personnel Assistant,Annual,1,1,70092.00,70092.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3015,Human Resources,0000,,B 12,1,1342,Senior Personnel Assistant,Annual,1,1,66948.00,66948.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3015,Human Resources,0000,,BX 17,20,1331,Labor Relations Supervisor,Annual,1,1,80376.00,80376.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3015,Human Resources,0000,,BX 17,20,1327,Supervisor of Personnel Administration,Annual,1,1,76716.00,76716.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3015,Human Resources,0000,,B 15,1,1302,Administrative Services Officer II,Annual,1,1,64248.00,64248.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3015,Human Resources,0000,,B 15,1,1302,Administrative Services Officer II,Annual,1,1,61032.00,61032.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3015,Human Resources,0000,,3 00,0,0379,Director of Administration,Annual,1,1,105792.00,105792.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3015,Human Resources,0000,,BX 13,20,0366,Staff Assistant - Excluded,Annual,1,1,77484.00,77484.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3020,Policy and Planning,0000,,1 00,0,3858,Director / Community Liaison,Annual,1,1,100656.00,100656.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3020,Policy and Planning,0000,,G 07,3,2989,Grants Research Specialist,Annual,1,1,100776.00,100776.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3020,Policy and Planning,0000,,3 00,10,2926,Supervisor of Grants Administration,Annual,1,1,84168.00,84168.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3020,Policy and Planning,0000,,GY 07,10,2918,Chief Planning Analyst,Annual,1,1,62448.00,62448.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3020,Policy and Planning,0000,,3 00,20,2901,Director of Planning  Research and Development,Annual,1,1,108984.00,108984.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3020,Policy and Planning,0000,,3 00,20,1441,Coordinating Planner,Annual,2,1,102672.00,205344.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3020,Policy and Planning,0000,,3 00,0,1430,Policy Analyst,Annual,1,1,79284.00,79284.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3020,Policy and Planning,0000,,3 00,0,1430,Policy Analyst,Annual,1,1,68736.00,68736.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3020,Policy and Planning,0000,,3 00,9,0311,Projects Administrator,Annual,1,1,73212.00,73212.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3020,Policy and Planning,0000,,3 00,0,0310,Project Manager,Annual,1,1,113412.00,113412.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3020,Policy and Planning,0000,,B 13,1,0308,Staff Assistant,Annual,1,1,92592.00,92592.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3020,Policy and Planning,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1524.00,1524.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3028,Contract and Compliance,0000,,3 00,0,1646,Attorney,Annual,1,1,102672.00,102672.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3028,Contract and Compliance,0000,,B 15,1,1572,Chief Contract Expediter,Annual,1,1,97056.00,97056.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3028,Contract and Compliance,0000,,BX 15,10,1532,Contract Compliance Coordinator,Annual,1,1,70620.00,70620.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3028,Contract and Compliance,0000,,B 13,1,1482,Contract Review Specialist II,Annual,1,1,92592.00,92592.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3028,Contract and Compliance,0000,,3 00,20,1191,Contracts Administrator,Annual,1,1,86700.00,86700.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3028,Contract and Compliance,0000,,B 10,1,0431,Clerk IV,Annual,1,1,38376.00,38376.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3028,Contract and Compliance,0000,,BX 13,10,0378,Administrative Supervisor,Annual,1,1,70620.00,70620.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3028,Contract and Compliance,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,4660.00,4660.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3041,Violence Prevention,0000,,B 16,4,3467,Public Health Administrator III,Annual,1,1,101592.00,101592.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3041,Violence Prevention,0000,,B 16,4,3467,Public Health Administrator III,Annual,1,1,92592.00,92592.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3041,Violence Prevention,0000,,B 16,4,3467,Public Health Administrator III,Annual,2,1,66984.00,133968.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3041,Violence Prevention,0000,,1 00,9,3348,Medical Director,Annual,1,1,148284.00,148284.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3041,Violence Prevention,0000,,3 00,20,3057,Director of Program Operations,Annual,1,1,90000.00,90000.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3041,Violence Prevention,0000,,3 00,20,1441,Coordinating Planner,Annual,1,1,102672.00,102672.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3041,Violence Prevention,0000,,3 00,20,0383,Director of Administrative Services,Annual,1,1,91128.00,91128.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2005,DEPARTMENT OF PUBLIC HEALTH,3041,Violence Prevention,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1166.00,1166.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2010,PRIMARY HEALTH CARE,3055,Public Health Nursing Services,0000,,S 08,37,3763,Nurse Practitioner,Annual,1,1,124368.00,124368.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2010,PRIMARY HEALTH CARE,3055,Public Health Nursing Services,0000,,S 05,37,3752,Public Health Nurse II,Annual,3,1,107340.00,322020.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2010,PRIMARY HEALTH CARE,3055,Public Health Nursing Services,0000,,S 05,37,3752,Public Health Nurse II,Annual,1,1,102216.00,102216.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2015,MENTAL HEALTH,3215,Mental Health Administration,0000,,G 08,4,3548,Psychologist,Annual,1,1,110064.00,110064.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2015,MENTAL HEALTH,3215,Mental Health Administration,0000,,G 07,4,3414,Epidemiologist II,Annual,1,1,66588.00,66588.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2015,MENTAL HEALTH,3215,Mental Health Administration,0000,,MX 02,9,338D,Psychiatrist,Hourly,2185,0,109.00,238165.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2015,MENTAL HEALTH,3215,Mental Health Administration,0000,,1 00,9,3348,Medical Director,Annual,1,1,148284.00,148284.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2015,MENTAL HEALTH,3215,Mental Health Administration,0000,,B 12,1,0303,Administrative Assistant III,Annual,1,1,84420.00,84420.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2015,MENTAL HEALTH,3220,North River Mental Health Center,0000,,BX 17,10,3563,Director Mental Health Center,Annual,1,1,112284.00,112284.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2015,MENTAL HEALTH,3240,Lawndale Mental Health Center,0000,,BX 17,10,3563,Director Mental Health Center,Annual,1,1,89076.00,89076.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2015,MENTAL HEALTH,3260,Greater Lawn Mental Health Center,0000,,BX 17,10,3563,Director Mental Health Center,Annual,1,1,112284.00,112284.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2020,PUBLIC HEALTH,3052,Environmental Permitting and Inspections,0000,,T 16,44,2150,Building/Construction Inspector,Annual,1,1,72660.00,72660.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2020,PUBLIC HEALTH,3052,Environmental Permitting and Inspections,0000,,B 14,3,2083,Environmental Investigator,Annual,1,1,69384.00,69384.00
Local,41,HEALTH,0100,CORPORATE FUND,1005,DEPARTMENT OF PUBLIC HEALTH,2020,PUBLIC HEALTH,3052,Environmental Permitting and Inspections,0000,,BX 17,10,2082,Director of Environmental Inspections,Annual,1,1,102348.00,102348.00
